version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 5,domains: science,,,,,,
astronomical,science,5,3,,MC,5,A. Houses in the village are selling for ____ prices. B. He was an expert on ancient Chinese ____ literature.,liver,sulfur,resistance,*astronomical
au,science,5,3,,MC,5,"A. The problem is that, ____ fond , he's very lazy. B. We've got a German ____ pair for six months.",saturate,inorganic,intertidal,*au
biceps,science,5,3,,MC,5,"A. Your ____ will develop quickly with that exercise. B. This means that the ____ have been worked through their complete range of movement, aiding complete development.",collision,*biceps,valve,geologic
biology,science,5,3,,MC,5,A. In ____ class we had to dissect a frog. B. The library has a large ____ section.,digestion,angiosperm,infect,*biology
bronchiole,science,5,3,,MC,5,A. Each respiratory ____ breaks up abundant generous alveolar ducts. B. The end of the respiratory ____ has a sphincter.,saliva,*bronchiole,multicellular,microchip
bulge,science,5,3,,MC,5,A. What's that ____ in your pocket? B. The apple made a ____ in his pocket.,*bulge,indicator,plankton,respiration
cannonball,science,5,3,,MC,5,A. His idea was this: Suppose you fire a ____ vertically upward from the surface of the earth. B. This cosmic ____ is challenging theories to explain its blistering speed.,mucus,gland,helium,*cannonball
cavity,science,5,3,,MC,5,"A. Through this incision, the abdominal ____ is distended with carbon dioxide gas. B. Put herbs inside the body ____ of the fish.",photon,*cavity,gradual,seawater
ccd,science,5,3,,MC,5,"A. A ____ camera and on-board recorder records the image of the head-up display throughout the mission. B. The image source may be replaced by an eyepiece, a ____ camera, a photodiode, a quad cell, or a fiber port.",lymph,*ccd,stable,vacuole
chromosome,science,5,3,,MC,5,A. At this point esch ____ consist of a pair of chromatids and the two associated ____s are termed a tetrad. B. A visible example of X ____ inactivation is the tortoiseshell cat.,stationary,*chromosome,chromosome,compression
clump,science,5,3,,MC,5,A. I heard the heavy ____ of feet on the stairs. B. The spade sank into a ____ of overgrown bushes.,symbiosis,ccd,nonmetal,*clump
cobalt,science,5,3,,MC,5,"A. Kelly green, ____ blue and fire-engine red. B. The Royal Shrewsbury Hospital's ____ unit opened only last September after a massive public fund-raising drive.",digestion,genetic,clump,*cobalt
collision,science,5,3,,MC,5,A. The pilot avoided a ____ by changing course. B. The two communities are now on a ____ course.,lithosphere,interdependence,abyssal,*collision
commensalism,science,5,3,,MC,5,"A. The firm symbiosis and industrial ____ , the simultaneous localization of organization, technology and institution, and cross-boundary and multilevel evolution are at least included. B. Using the symbiosis theory in biology, we divide financing symbiosis relationships into two types, ____ and mutualism, and analyze the formation mechanism of these relationships.",*commensalism,constructive,penicillin,glassy
constructive,science,5,3,,MC,5,A. The woman claims she was the victim of ____ dismissal after being demoted. B. I wish Jon would make some ____ proposals instead of just making clever-clever remarks.,bleach,taxonomist,*constructive,recessive
cytoplasm,science,5,3,,MC,5,"A. While other ions abound in ____ in their millimoles, liberal estimates of free Ca concentrations run around 0.micromolar, maximum. B. The actin filaments extend into the ____ from this point and form long filaments orientated concentrically around the platelet granules.",combustion,*cytoplasm,saliva,artery
dicot,science,5,3,,MC,5,"A. In this longitudinal section of a ____ angiosperm stem, name the structure indicated by 'X'. B. These phenomena are quite similar to the model system of seed germination presented by ____ plants, suggesting that this model may be conserved in both ____ and monocot plants.",setup,*dicot,phonograph,hazard
echinoderm,science,5,3,,MC,5,"A. Marine reptiles and ____ crinoid that feature intact and delicate preservation and large quantity serve as the mark. B. However, different ____ species respond to ocean acidification in different ways, and the effects of rising temperatures can be as significant as those of rising carbon dioxide.",chemist,*echinoderm,interdependence,nonvascular
endocrine,science,5,3,,MC,5,"A. In association with ____ cell hyperplasia, gastric carcinoid tumours have been observed in 1-7% of pernicious anaemia patients screened by gastroscopy. B. Early ____ treatment may delay progression of disease but has never been shown to prolong survival.",cannonball,volt,saltwater,*endocrine
exhale,science,5,3,,MC,5,"A. Sweet odours ____ from the flowers. B. As the lungs ____ this waste, gas is expelled into the atmosphere.",*exhale,urine,infection,ribosome
furnace,science,5,3,,MC,5,A. I stoked the ____ for the night. B. The walls of the ____ are always scoured.,*furnace,bronchiole,inflate,quake
gelatin,science,5,3,,MC,5,A. He used ____ to glue the papers together. B. Jell-O shots are a bizarre concoction of sweet ____ and vodka.,gymnosperm,digestion,regulate,*gelatin
geologic,science,5,3,,MC,5,"A. Figure 4-1shows a ____ map with formations, strikes, and dips indicated. B. I felt the slow sweep of ____ time.",fullerene,graphite,dicot,*geologic
graphite,science,5,3,,MC,5,"A. Made from cast iron, it is finished in ____ enamel. B. The clubs are fitted with ____ shafts.",uranium,disk,*graphite,echolocation
gymnosperm,science,5,3,,MC,5,"A. China has the richest flora of ____ in the world, which is crucial for understanding the change of global distribution and phylogeny of ____. B. Accessorial types such as fern and its spore, ____ and its pollen appeared from Devonian to Jurassic.",nylon,biology,*gymnosperm,proton
hazard,science,5,3,,MC,5,A. Polluted water sources are a ____ to wildlife. B. He put his life in ____ to save me.,chemist,*hazard,caribou,lymph
infection,science,5,3,,MC,5,A. He's suffering from an acute ____ of the lower respiratory tract. B. The risk of ____ is confined to groups such as medical personnel.,circulation,*infection,animation,troposphere
inorganic,science,5,3,,MC,5,A. The fundamentals of ____ chemistry are very important. B. Salt is an ____ chemical.,alcohol,*inorganic,epicenter,sac
interdependence,science,5,3,,MC,5,"A. By the same token , the everlasting ____ is actually an everlasting love. B. The third level is one of ____ and mutual growth and development, of synergy.",phloem,brightness,*interdependence,inorganic
intertidal,science,5,3,,MC,5,A. Unlike the plankton of the open seas the ____ zones suffer no shortage of nutrients. B. Specialized ____ communities of enormous significance are the mangrove forests of the tropics.,lithosphere,prosthetic,mucus,*intertidal
iodine,science,5,3,,MC,5,A. First use some ____ to disinfect the wound. B. She dabbed ____ on the cuts on her forehead.,rift,abyssal,*iodine,phylum
kelp,science,5,3,,MC,5,A. They cultivated ____ off the seashore of their village. B. Giant ____ is the sea urchins' chief food supply.,*kelp,digestion,compression,sexual
marrow,science,5,3,,MC,5,A. We're getting into the ____ of the film. B. Our bone ____ contains fat in the form of small globules.,*marrow,impulse,crescent,gland
mitochondria,science,5,3,,MC,5,"A. Incidentally, this means that we can use ____ to trace our ancestry, strictly down the female line. B. These concentrations were compared with levels measured in ____ of the wild-type strain, bearing 100% intact ____l genomes.",atomic,pest,plankton,*mitochondria
monocot,science,5,3,,MC,5,A. Orchidaceae is one of the largest families of ____ plants. China is very affluent in orchid resources. China is one of its most important centers of diversity. B. Orchidaceae is one of the largest families of ____ plants.,buoyancy,*monocot,sandpaper,basalt
mutualism,science,5,3,,MC,5,"A. The principles of ____ is rare in modern architecture, but it can tackle unsexy problems like efficiency and cost. B. The fig - pollinator ____ system is maintained by the reproductive relationships.",interdependence,ultraviolet,excretory,*mutualism
nekton,science,5,3,,MC,5,"A. Plankton and ____ are pelagic organisms. B. Estuaries are the home of many living species that can be classified into plankton, ____ and benthos based on their swim ability and the habitats they live.",contour,*nekton,ph,conductivity
nylon,science,5,3,,MC,5,A. I put on a new pair of ____ socks. B. There may even be some wire or ____ biting into the flesh.,transmit,*nylon,compression,mutation
orchid,science,5,3,,MC,5,A. Many kinds of wild ____ are becoming rare. B. The ____ is a class of plant which I have never tried to grow.,*orchid,cyclone,veterinarian,biomass
organelle,science,5,3,,MC,5,"A. In maize, for example, there are two male-sterility ____ genes, each suppressed by a separate nuclear restorer. B. Mitochondria is an important ____ in eucaryotic cells. Known as the power houses of cells, mitochondria play an important role in inducing the apoptosis of cells.",bioengineer,*organelle,mitochondria,stable
oxide,science,5,3,,MC,5,A. Sulphur di____ and nitrogen ____ combine to form acid rain. B. Britain has agreed to cut emissions of nitrogen ____ from power stations.,phloem,*oxide,penicillin,mutation
ozone,science,5,3,,MC,5,A. The ____ layer surrounding the earth protects our skin from being hurt by the ultraviolet rays. B. Scientists have observed a drop in ____ levels over the Antarctic.,*ozone,riverbank,reactants,neutron
pedigree,science,5,3,,MC,5,A. The champions really showed their ____ today. B. Isolationism has a long and respectable ____ in American history.,salinity,limb,*pedigree,sodium
pest,science,5,3,,MC,5,A. Police are looking for a sex ____ who is frightening late-night travellers. B. That child is an absolute ____ he keeps ringing the doorbell and then running away!,furnace,*pest,endocrine,tendon
phonograph,science,5,3,,MC,5,A. Is the ____ playing? B. It was therefore natural to test the ____ as if it were taking down shorthand.,*phonograph,fragment,ccd,au
phyla,science,5,3,,MC,5,"A. Arthropods, chordates and annelids are the three segmented ____ in the animal kingdom. B. It even remained unclear if Porifera share one common ancestor with other metazoan ____.",mutualism,meteoroid,*phyla,malaria
plankton,science,5,3,,MC,5,A. The ocean had so much ____ in it that the sea itself had changed colour. B. Against the pale background the ____ which swarmed on the surface were clearly visible.,cyclone,atrium,basalt,*plankton
polymer,science,5,3,,MC,5,"A. The nature of the ____ is currently a trade secret. B. The ____ solution is separated from the pure solvent by a membrane, permeable only to solvent molecules.",*polymer,asexually,basalt,quake
protein,science,5,3,,MC,5,"A. Vegans get all the ____ they need from nuts, seeds, beans and cereals. B. A vegetarian gets ____ not from meat but from its analogues.",interaction,proton,*protein,ph
quake,science,5,3,,MC,5,"A. The ____ destroyed mud buildings in many remote villages. B. Every time I get on a plane, I ____ with fear.",*quake,vacuole,stomata,invasive
reactive,science,5,3,,MC,5,A. Ozone is a highly ____ form of oxygen gas. B. I want our organization to be less ____ and more proactive.,*reactive,behavioral,cyclone,asexually
riverbank,science,5,3,,MC,5,A. He set off along the ____ at a jog. B. The ____ rushed towards her with dizzying speed.,*riverbank,disk,infect,compression
saltwater,science,5,3,,MC,5,"A. Miniature ____ systems shrink miles of life into a large aquarium, plus paraphernalia. B. Clearly the ____ was heated in pans in order to drive off the water.",*saltwater,lithosphere,dicot,furnace
sandstone,science,5,3,,MC,5,A. Rugged ____ cliffs rose up from the beach. B. Certain types of ____ are permeable to water.,endocrine,*sandstone,conductivity,phonograph
saturate,science,5,3,,MC,5,"A. ____ the meat in the mixture of oil and herbs. B. Water poured through the hole, ____ing the carpet.",*saturate,donor,rainforest,antibiotic
sensor,science,5,3,,MC,5,A. The security device has a heat ____ which detects the presence of people and animals. B. The gauge relies upon a ____ in the tank to relay the fuel level.,impulse,angiosperm,specimen,*sensor
spruce,science,5,3,,MC,5,A. He looked ____ in his best clothes. B. Paul went upstairs to ____ up before dinner.,ion,*spruce,salinity,saltwater
squid,science,5,3,,MC,5,"A. Add the prawns and ____ and cook for minutes. B. In 188another giant ____ was found, this time in New Zealand.",*squid,lymph,glassy,saturate
stationary,science,5,3,,MC,5,A. An astronaut will attempt to leave the ____ spaceship and then return to it. B. The car collided with a ____ vehicle.,*stationary,angiosperm,embryo,combustion
sunspot,science,5,3,,MC,5,A. Studies link the drought to a ____ cycle not due to end until the millennium. B. They are probably produced by variations in ____ activity.,anemone,*sunspot,donor,contour
taxonomist,science,5,3,,MC,5,"A. They found that on average, each ____ describes just shy of 2new species during his or her career, at a cost of $900a year. B. He wants to be a ____ of plants.",*taxonomist,protein,troposphere,fuse
tendon,science,5,3,,MC,5,A. She did all this ____ damage and it really disabled her. B. He was running at full speed when a ____ snapped in his leg.,proton,buoyancy,niche,*tendon
toxic,science,5,3,,MC,5,A. Unfortunately these drugs are quite ____ and hinder the body's ability to fight off infection. B. These factories are releasing ____ gases into the atmosphere.,*toxic,cannonball,saliva,hormone
uranium,science,5,3,,MC,5,A. Enriched ____ is a key component of a nuclear weapon. B. They went over nationwide in search of ____ mines.,thickness,genetic,*uranium,helium
urine,science,5,3,,MC,5,A. All the athletes had to provide a ____ sample. B. The little boy couldn't contain his ____ any longer.,*urine,bronchiole,recessive,gravitational
veterinarian,science,5,3,,MC,5,A. Take the incurably sick dog to the ____ and ask him to put it away. B. We had a ____ call and tell us to check Marcus' blood pressure.,bleach,buoyancy,organelle,*veterinarian
volt,science,5,3,,MC,5,A. A schoolboy miraculously survived a 200- ____ electric shock. B. The two ____ terminals would then provide the two ____ outputs.,koala,donor,*volt,saliva
waterproof,science,5,3,,MC,5,A. My mother bought me a ____ watch. B. There was a ____ canopy over the platform.,*waterproof,larvae,sandstone,riverbank
zinc,science,5,3,,MC,5,A. Copper and ____ are fused to make brass. B. A ____ coating is applied to the steel for rust protection.,*zinc,anemone,larvae,oxide
abyssal,science,5,2,,MC,5,"A. Most ____ species are lucky if they have names. B. In the ____ murk of the deep ocean floor, miles below the surface, no light penetrates.",bulge,embryo,*abyssal,exert
acidic,science,5,2,,MC,5,A. Skin is naturally slightly ____ and has a pH of 5.B. The plant prefers a neutral or slightly ____ soil.,tendon,liver,*acidic,fullerene
fullerene,science,5,2,,MC,5,"A. Obviously, if collapse to a ____ occurs before the cluster has accumulated 6atoms, buckminster____ can not be produced. B. Since the discover of ____ in meteorites and meteorite impact structure, the existences of ____s in event strata and its origins have come to the front of scientists.",meteoroid,*fullerene,stable,urine
lymph,science,5,2,,MC,5,"A. There is a marked swelling of the ____ nodes. B. Some manner of ____ disorder, I believe.",*lymph,infrared,koala,nebula
penicillin,science,5,2,,MC,5,A. Fleming discovered ____ by accident in 192B. One dose of ____ can wipe out the infection.,buoyancy,*penicillin,lithosphere,furnace
ribosome,science,5,2,,MC,5,"A. In order to understand the mechanisms governing ____ biosynthesis, it is necessary to elucidate the structure and organization of its components. B. The professor says ____ is central to the survival of any organization , if organism.",salinity,basalt,saturate,*ribosome
rift,science,5,2,,MC,5,A. The sun appeared through a ____ in the clouds. B. The stream had cut a deep ____ in the rock.,*rift,polymer,sublimation,alcohol
saliva,science,5,2,,MC,5,A. He wiped a dribble of ____ from his chin. B. The smell of food causes the ____ to flow.,zinc,zoologist,*saliva,biology
seawater,science,5,2,,MC,5,"A. When the tide rises, the ____ reaches around our house. B. Fresh water rotted natural fibre, while ____ preserved it.",phylum,*seawater,thickness,suspension
suspension,science,5,2,,MC,5,A. A four - day ____ was imposed on her. B. Both sides are now working towards a ____ of hostilities.,*suspension,atrium,constructive,silicon
