version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 4,domains: science,,,,,,
mussel,science,4,4,,MC,5,A. The particular larva around which a ____ pearl forms lives in its adult stage in the eider duck. B. Most ____ feeding Nucella populations in Britain are white.,permeability,*mussel,fertilization,muscular
neuron,science,4,4,,MC,5,"A. Information is transferred along each ____ by means of an electrical impulse. B. Furthermore, the ions that enter the postsynaptic ____ through the opened pore may do more than just change the internal voltage.",skeletal,*neuron,barometer,taproot
nitrogen,science,4,4,,MC,5,"A. Oxygen, hydrogen and ____ are all gases. B. Liquid ____ boils at a very low temperature.",hybrid,magnitude,organ,*nitrogen
octopus,science,4,4,,MC,5,"A. An alarmed ____ or one that is near death turns a cadaverous gray. B. This is the pattern of the squid and ____ eye as well as of the artificial mechanical one built by man, the camera.",*octopus,microorganism,spinal,taproot
outlet,science,4,4,,MC,5,A. Her work provided no ____ for her energies and talents. B. Children need an ____ for their energy.,fertilization,atom,*outlet,dandelion
oyster,science,4,4,,MC,5,"A. Indeed, a dispute over the ____ beds proceeded to the House of Lords in 188B. The world is her ____ but she dreams of being a librarian.",*oyster,debris,taproot,jungle
parasite,science,4,4,,MC,5,A. The mistletoe plant is a ____ on trees. B. One of the ways the ____ spreads is through fecal matter.,skeletal,geothermal,*parasite,eclipse
pendulum,science,4,4,,MC,5,"A. The ____ in the grandfather clock swung back and forth. B. As so often in education, the ____ has swung back to the other extreme and testing is popular again.",*pendulum,salmon,fungi,alloy
pesticide,science,4,4,,MC,5,A. It is claimed that current levels of ____ do not pose a threat to health. B. Traces of ____ in the water were ten times above permissible levels.,salamander,translucent,attraction,*pesticide
phosphate,science,4,4,,MC,5,"A. The ____ was deposited by the decay of marine microorganisms. B. I was very surprised when, following a ____ surge in my tapwater, I used a ____-removing compound in my filter.",reaction,chlorophyll,*phosphate,aquifer
rover,science,4,4,,MC,5,"A. There is no doubt that the Opportunity Mars ____ is relaying a mother lode of geological data. B. After months of dauntless determination, the ____ is now on the last leg of the hike.",lightbulb,digest,*rover,skeletal
scavenge,science,4,4,,MC,5,A. Cruz had to ____ information from newspapers and journals. B. Some fish ____ on dead fish in the wild.,humidity,hummingbird,*scavenge,visible
seismic,science,4,4,,MC,5,A. The fishermen said the company's ____ survey was frightening away fish. B. Earthquakes produce two types of ____ waves.,dandelion,parasite,circulatory,*seismic
seismograph,science,4,4,,MC,5,A. Check the ____ for past emotional earthquake and trauma. B. But a ____ is a handy thing to have.,*seismograph,galaxy,milky,shrub
sepal,science,4,4,,MC,5,"A. The ____ is usually green. It can protect the flower bud. B. The sequence of correlation with locule number was ____ number, fruit weight and fruIt'shape index.",*sepal,formation,tsunami,stamen
shoreline,science,4,4,,MC,5,A. The ____ was made up of a jumble of huge boulders. B. The road follows the ____ for a few miles.,runoff,visible,ovary,*shoreline
slab,science,4,4,,MC,5,"A. He took out a ____ of cheese, pared off a slice and ate it hastily. B. Carefully lay each ____ in place.",ovary,aquifer,conduction,*slab
solubility,science,4,4,,MC,5,A. The ____ of a gas decreases with increasing temperature. B. This increase in water ____ made possible an invitro incubation test with intraperitoneal pus or fluid from patients with peritonitis.,conduction,mealworm,*solubility,hummingbird
solute,science,4,4,,MC,5,A. This is the same amount of ____ contained in the L normal saline given in the last example. B. The ____ concentration in the extracellular space would therefore be much higher than that in the intracellular space.,lichen,convection,*solute,deposition
swarm,science,4,4,,MC,5,A. A ____ in May is worth a load of hay; a ____ in June is worth a silver spoon; but a ____ in July is not worth a fly. B. A ____ of ants are moving busily.,*swarm,lightbulb,formation,vessel
temperate,science,4,4,,MC,5,A. These birds only survive in ____ latitudes. B. The Nile Valley keeps a ____ climate throughout the year.,explode,*temperate,octopus,anemometer
tentacle,science,4,4,,MC,5,"A. The ____ pores are small, each is armed with a small pointed ____ scale. B. The ____ pores are relatively large armed with one rounded ____ scale.",*tentacle,octopus,strait,dwarf
terrace,science,4,4,,MC,5,A. Lunch is served on the ____ facing the sea. B. The ____ runs the full width of the house.,*terrace,litmus,geothermal,explode
translucent,science,4,4,,MC,5,A. The building is roofed entirely with ____ corrugated plastic. B. Delia's skin has a ____ quality.,biotic,marine,electrician,*translucent
tropism,science,4,4,,MC,5,"A. Second, exploring the objective mode and merit ____ of constituting administrative procedures code in our country. B. The ____ of administration in universities is the centralization of political or power and bureaucrat management.",*tropism,visible,pendulum,involuntary
collide,science,4,3,,MC,5,A. What happens when the two interests ____ will make a fascinating spectacle. B. It was predicted that a comet would ____ with one of the planets.,geothermal,eclipse,*collide,tsunami
cumulus,science,4,3,,MC,5,A. The ____ cells will disperse gradually to release the enclosed eggs over the next 2-min. B. In fact the mountains were ____ clouds and the roaring sound came from the surf.,*cumulus,shrub,beaker,chlorine
fibrous,science,4,3,,MC,5,A. The coconut has a ____ outer covering. B. The ____ tissues round the infected area impedes access of antituberculous substances.,shellfish,petroleum,protist,*fibrous
hailstone,science,4,3,,MC,5,"A. The ____ took a heavy toll of the crops in our village last night. B. I found a small but perfectly-formed ____ on my knee, which must have got in through the air vent.",*hailstone,reproduction,dandelion,mammoth
incandescent,science,4,3,,MC,5,"A. The mountain's snow-white peak was ____ against the blue sky. B. Gill had an extraordinary, ____ personality.",geyser,tentacle,shaft,*incandescent
involuntary,science,4,3,,MC,5,A. I gasped and took an ____ step backwards. B. An ____ cry escaped her as he entered the room.,litmus,aquifer,*involuntary,vacuum
mealworm,science,4,3,,MC,5,"A. The same was true for ____ larvae, a species of butterfly, mosquito larvae, and milkweed-bug nymphs. B. A large ____ is eating through the center of the apple.",organic,pellet,*mealworm,basin
milligram,science,4,3,,MC,5,"A. Health agencies continue to recommend the 30____ per day limit, and it is required on food labels. B. One ____ of ricin can kill an adult.",scavenge,visible,*milligram,capsule
organic,science,4,3,,MC,5,A. The illness is ____ in origin. B. Liver is an ____ part of human body.,python,convex,jungle,*organic
strait,science,4,3,,MC,5,A. The oil terminal is in the narrow ____ that separates the island from the mainland. B. Ferries ply across a narrow ____ to the island.,*strait,organic,greenhouse,vacuum
taproot,science,4,3,,MC,5,"A. Curiosity is the ____ of an intellectual life , the most valuable of our simian traits. B. The results shows that contracted ____ and developed lateral root of alfalfa adapted soil moisture changes on eluviated cinnamon soil which is great depth and drains well.",milky,filament,involuntary,*taproot
theory,science,4,3,,MC,5,"A. The human species, according to the best ____ I can form of it, is composed of two distinct races, the man who borrows, and the man who lends. B. Natural selection is a key element of Darwin's ____ of evolution.",*theory,heredity,tentacle,cypress
