version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 9-12,domains: science,,,,,,
hound,science,"9,10,11,12",26,,MC,5,A. The ____ whipped out at the whistle. B. The ____ nips at a rabbit.,citric,steroid,*hound,aldehyde
lactose,science,"9,10,11,12",26,,MC,5,"A. Everything is ____ intolerant now. nineties disease. B. Are you ____ intolerant kitty, just like me?",mollusk,deletion,forceps,*lactose
moraine,science,"9,10,11,12",26,,MC,5,"A. Skipping down old ____ we reached the banks of the Shyok, more than 16miles above our last crossing point. B. Our tents were pitched on a sandy ____ shore opposite the massive Blomstrand Glacier  a monster of moving ice that lets out groans and cracks as it calves icebergs into the sea.",adenine,*moraine,thigmotropism,mountaintop
nocturnal,science,"9,10,11,12",26,,MC,5,"A. The dormouse is a shy, ____ creature. B. Rebecca paid a ____ visit to the flat.",disinfect,milankovitch,dihydrogen,*nocturnal
oppositely,science,"9,10,11,12",26,,MC,5,"A. An electrostatic generator having ____ rotating mica or glass disks with metal carriers on which charges are produced by induction, used chiefly as a demonstration apparatus. B. On the conakry, C varied ____ . Especially during deep sleep state ,[http://Sentencedict.com] C increased significantly.",tubular,saclike,lepton,*oppositely
pipet,science,"9,10,11,12",26,,MC,5,"A. The automatic ____ flusher is composed of a washing plug disk and a support mechanism. B. The utility model discloses an automatic ____ flusher,[Sentencedict.com ] which is suitable for physics chemistry and biochemistry laboratory.",kilocalorie,*pipet,greenish,spectra
sickle,science,"9,10,11,12",26,,MC,5,A. Take the ____ which is lying on the grindstone. B. The hammer and ____ is the emblem of the Communist Party.,gallbladder,reagent,mesophyll,*sickle
aerosol,science,"9,10,11,12",25,,MC,5,A. An ____ spray will make short work of painting awkward objects. B. They sprayed ____ insect repellent into the faces of police.,*aerosol,substrate,developmental,heritable
analogous,science,"9,10,11,12",25,,MC,5,A. The company is in a position closely ____ to that of its main rival. B. The report's findings are ____ with our own.,*analogous,commercially,scalpel,carboxyl
carboxyl,science,"9,10,11,12",25,,MC,5,"A. The appendix by Bouveault considered ____ groups and its derivatives and substituents. B. After being functionalized with ____ group by a two-step seed emulsion, the superparamagnetic polymer latexes microspheres were applied into the bio-detection and got well performance.",*carboxyl,fructose,molar,porosity
detritus,science,"9,10,11,12",25,,MC,5,A. The stadium was littered with the ____ of yesterday's rock concert. B. But ____ is given no time to accumulate in tropical forests.,*detritus,anatomical,alkyne,hydroxyl
ethane,science,"9,10,11,12",25,,MC,5,"A. So let's talk about ____ now, C2Hand just move it around here so we can make the z inter- bonding axis between the two carbons right here. B. Advances in ____ dehydrogenation to ethene have been reviewed.",*ethane,karst,strontium,herbaceous
forestry,science,"9,10,11,12",25,,MC,5,A. The aim is to increase the ____ acreage by 60% by the end of the decade. B. Bear left on the ____ track to the road below Pen Rhiw.,spiracles,globular,*forestry,ionize
herbicide,science,"9,10,11,12",25,,MC,5,A. Spot spraying with a ____ may work. B. The ground used was where ____ in the previous winter wheat had failed to provide any real control of blackgrass.,experimentally,ciliate,watertight,*herbicide
mortar,science,"9,10,11,12",25,,MC,5,A. Use a pestle and ____ to crush the spices. B. We were under constant ____ fire.,*mortar,glaciation,chlorate,chemosynthesis
stoichiometry,science,"9,10,11,12",25,,MC,5,"A. There are some defects that leave the ____ unaffected. B. The difference between non - ____ are discussed, the current development of non____ are briefly reviewed.",colorblind,nondisjunction,*stoichiometry,windward
titanium,science,"9,10,11,12",25,,MC,5,A. The body is 90% ____ for ruggedness. B. The mixture is coagulated and ____ dioxide is added to adjust the weight.,*titanium,chromatography,radioisotope,autotrophic
transgenic,science,"9,10,11,12",25,,MC,5,"A. In two lines, XX ____ mice developed as females, and in three lines XX ____ mice developed as females, hermaphrodites, or males. B. Not only are the ____ tomatoes richer in lycopene, they're also more robust and more solid compared to traditional tomatoes.",*transgenic,gosling,ejecta,mortar
albatross,science,"9,10,11,12",24,,MC,5,A. Her own supporters see her as an ____ who could lose them the election. B. The ____ can stay airborne at sea for days at a time.,radiative,*albatross,typhoon,megaspore
allergen,science,"9,10,11,12",24,,MC,5,"A. Objective To study the localization of specific ____ of Dermatophagoides pteronyssinus. B. The most common ____ in inhalation were the dermatophagoides pteronyssinus, penicillium notatum, aspergillus fumigatus, and mugwort pollen.",gazelle,*allergen,silky,fissionable
bauxite,science,"9,10,11,12",24,,MC,5,"A. It has three distinct stages of processing - ____ mining, alumina refining and ingot smelting. B. Oil is needed to make plastics, for example, ____ for aluminium cans, and wood for paper.",interlock,*bauxite,copepod,sanitary
covalently,science,"9,10,11,12",24,,MC,5,A. Organic compounds and other ____ bonded molecules do not dissolve well in water. B. Each tiny V-shaped water molecule is made of two hydrogen atoms ____ bonded to oxygen.,deform,vegetative,spontaneously,*covalently
ethyl,science,"9,10,11,12",24,,MC,5,"A. The ____ ester of conjugated linoleic acid(CLA)was synthesized with ____ ester of safflower oil as raw material and with kalium alcoholate(KOCH2CH3)as catalyzer. B. Under optimized conditions, the concentration of ____ acetate in Chinese spirits was determined.",climatic,glaciation,medulla,*ethyl
lac,science,"9,10,11,12",24,,MC,5,"A. Traditionally, ____ coating, alkyd varnish, nitro - varnish, acrylic coating are used. B. The ____ operon is an inducible operon, whereas the trp operon is a repressible operon.",oppositely,biochemistry,tweezer,*lac
leech,science,"9,10,11,12",24,,MC,5,A. The ____ has a sucker at each end of its body. B. He was the only person whom she could ____ on to.,coinage,cyanobacteria,polymerase,*leech
mammalian,science,"9,10,11,12",24,,MC,5,A. The disease can spread from one ____ species to another. B. The ____ gut has been stable for many millennia and acts to constrain the flexibility of E. coli's genome.,dowel,*mammalian,abdominal,crosscutting
microgravity,science,"9,10,11,12",24,,MC,5,"A. Facing the challenges of working in ____ calls for fearless heroes and feats of courage. B. Second, Dan Johnson is overseeing a ____ experiment designed to measure minute changes in mass as magma moves and vesiculates.",chrysalis,gravitationally,supercool,*microgravity
microtubule,science,"9,10,11,12",24,,MC,5,"A. The ____ is simplified as linear distribution of dipoles. B. Microtubule dynamic instability allows probing for ____ anchor sites, and can be coupled to spindle positioning force generation.",*microtubule,abdominal,plutonium,contractile
regenerate,science,"9,10,11,12",24,,MC,5,"A. If the woodland is left alone, it will ____ itself in a few years. B. The Marshall Plan sought to ____ the shattered Europe of 1947.",meltwater,*regenerate,internally,catabolism
replenish,science,"9,10,11,12",24,,MC,5,A. Let me ____ your glass with some more wine. B. Allow me to ____ your glass.,quasar,muskrat,kilocalorie,*replenish
reversal,science,"9,10,11,12",24,,MC,5,A. The government suffered a total ____ of fortunes last week. B. Some Internet firms have suffered a painful ____ of fortune .,intrinsic,immature,*reversal,angular
albedo,science,"9,10,11,12",23,,MC,5,"A. Fast ____ feedbacks are too weak to change global temperature significantly without global mean radiative forcing. B. If the stellar spectrum is known, the ____ of the dust can be obtained.",windward,siphon,*albedo,polypeptide
butane,science,"9,10,11,12",23,,MC,5,"A. The new fridge uses a mix of ____ and propane gases as coolants. B. Basic ____ picnic stoves are a perfectly safe, reliable and inexpensive choice for mild weather trips.",analogous,carbonyl,lemur,*butane
coolant,science,"9,10,11,12",23,,MC,5,A. The ____ could then be circulated back into the command module. B. This ____ can be bought without a license for as little as $ a pound.,gravitationally,immature,*coolant,splice
diffract,science,"9,10,11,12",23,,MC,5,A. As a result they ____ X-rays diffusely. B. The ____ optical filters are important to practical optical system presently. Many functions that are difficult to realize for traditional optical elements can be achieved by using these filters.,magenta,*diffract,watertight,jurassic
fungal,science,"9,10,11,12",23,,MC,5,"A. Scientists are checking for both insect and ____ infestation. B. This excess ____ yeast irritates the scalp, causing overproduction of skin cells.",multistep,*fungal,nozzle,mammalian
hydrolysis,science,"9,10,11,12",23,,MC,5,A. The extracted triglycerides may then undergo ____ to yield fatty acids and glycerol. B. The preliminary step in both reactions involves the ____ of triglyceride to glycerol and fatty acids.,*hydrolysis,stratospheric,globally,cytosine
lobe,science,"9,10,11,12",23,,MC,5,A. She gently nipped the ____ of his ear. B. George has tried stimulating the right temporal ____ while showing patients such actors' faces depicting a standard emotion like disgust.,manganese,moraine,*lobe,forensic
parenchyma,science,"9,10,11,12",23,,MC,5,A. Vascular bundle ____ cell vacuolated and arranged irregularly. The vascular bundle ____ cell of heterozygous plants mixed together and its nucleus were transferred. B. A rim of slightly darker thyroid ____ is seen at the left.,*parenchyma,handlebar,globally,rhinoceros
pipette,science,"9,10,11,12",23,,MC,5,"A. If the injection ____ is renewed between operations, solutions can be injected using the simpler in vitro injection ____. 10. B. If the chromosomes are in the ____ then they will glow-because they have been treated with fluorescent dye.",quasar,gradualism,spontaneously,*pipette
polyethylene,science,"9,10,11,12",23,,MC,5,"A. The chamber consisted of a 0.6-m-high ____ cover attached to the top of a 0.76-m-deep and 0.45-m-wide soil container. B. Fiskars Kitchen Devils ____ board with colour-coded symbols - red bull for raw meats, yellow joint for cooked meats and so on.",constrict,setae,nocturnal,*polyethylene
prion,science,"9,10,11,12",23,,MC,5,"A. There were examples of ____ diseases, but the ones that afflicted humans were so rare as to be medical oddities. B. There is no direct evidence of the ____ hypothesis.",*prion,cladogram,kudzu,calorimeter
pyruvic,science,"9,10,11,12",23,,MC,5,"A. During glycolysis, a glucose molecule is split to form two molecules of ____ acid. B. This smaller cycle takes a molecule called ____ acid and pulls energy out of it.",alkyl,auditory,octane,*pyruvic
saturation,science,"9,10,11,12",23,,MC,5,A. Reforms have led to the ____ of the market with goods. B. The company's sales are now close to ____ in many western countries.,carcinogen,angular,*saturation,interlock
secretion,science,"9,10,11,12",23,,MC,5,"A. The excessive ____ of gastric juices in the gut causes ulcers. B. Jejunal ____ is, however, known to occasionally occur in healthy subjects.",lepton,induce,splice,*secretion
soot,science,"9,10,11,12",23,,MC,5,A. You'vegot a smudge of ____ on your cheek. B. It can be dangerous to let too much ____ accumulate inside a chimney.,polyethylene,*soot,tritium,oppositely
spawn,science,"9,10,11,12",23,,MC,5,A. Many sea fishes ____ in rivers. B. When the Discus ____ the eggs will hatch in 6hours.,*spawn,meniscus,aberration,phosphor
taxonomic,science,"9,10,11,12",23,,MC,5,"A. On these I noted ____ details, behaviour, eating habits and life cycles. B. In ____ botany, for instance, research is carried out in many institutions world-wide, rather than within national frontiers.",*taxonomic,detritus,protista,ammeter
tungsten,science,"9,10,11,12",23,,MC,5,"A. The filaments of light bulbs are made from ____ wire. B. In the future, demand for metals like ____ will outrun supply.",predatory,insoluble,thermonuclear,*tungsten
undesirable,science,"9,10,11,12",23,,MC,5,A. Inflation is considered to be ____ because of its adverse effects on income distribution. B. It is clearly ____ for the issue to be ignored.,tubular,lancelet,*undesirable,dung
actin,science,"9,10,11,12",22,,MC,5,"A. The ____ filaments extend into the cytoplasm from this point and form long filaments orientated concentrically around the platelet granules. B. The arrow indicates the ____ cable, seen in cross-section.",amine,angular,*actin,expend
adrenal,science,"9,10,11,12",22,,MC,5,A. Her mother has an underactive ____ gland. B. They plunged into the thick ____ details of the adventure.,terrarium,*adrenal,fragmentation,xenon
alteration,science,"9,10,11,12",22,,MC,5,A. The leaflets require no ____ from year to year. B. We will have to make a slight ____ to the plans.,*alteration,trioxide,porosity,thymine
alternation,science,"9,10,11,12",22,,MC,5,A. The ____ of sun and snow continued for the rest of our holiday. B. It is the suffering of ambivalence: the murderous ____ between bitter resentment and raw-edged nerves and blissful gratification and tenderness.,encase,thane,lemur,*alternation
aquaculture,science,"9,10,11,12",22,,MC,5,"A. Cultivate course of study to face dilemma, ____ also has difficulty walking. B. Turbot is one of the main ____ species of flatfish in China, but its stagnant market is one of the bottleneck problems in ____ industry.",stiffness,gibberellin,mirage,*aquaculture
biofuel,science,"9,10,11,12",22,,MC,5,"A. They use ____ biomass fuels like wood, cookware and movate crop waste , animal waste or coal. B. The principle of the ____ cell and virus-enabled rechargeable battery and the relationship between the cell structure and the performance are described.",arsenic,mildew,*biofuel,apoptosis
clone,science,"9,10,11,12",22,,MC,5,"A. She's an exact ____ of her sister! B. Meanwhile, philosophers debate whether it's right to ____ an individual.",interlock,byproduct,climatic,*clone
convergence,science,"9,10,11,12",22,,MC,5,"A. The ____ of the techniques will cast light on perspectives and how they are controlled. B. A new political ____ was occuring between East and West, from which Mrs Thatcher was excluded by her market liberalism.",effusion,quasar,*convergence,acetic
diesel,science,"9,10,11,12",22,,MC,5,A. Nearly all the tractors operate on ____ oil. B. The smell of ____ oil permeated the air.,diffract,*diesel,actin,septum
ecotourism,science,"9,10,11,12",22,,MC,5,"A. The problem with ____ is that it relies on wildlife sightings for much of its excitement, says Judy Waytiuk. B. The boom in ____ has certainly seen a welcome expansion of special interest holiday options.",estrogen,*ecotourism,borax,covalently
ester,science,"9,10,11,12",22,,MC,5,"A. Pyridonecarboxylic acid derivative substituted by bicyclic amino group, ____ thereof, salt thereof, and bicyclic amine as intermediate thereof. B. HPLC method for enantioseparation of ketoprofen ____s, namely glucose ____, mannose ____, maltose ____ of enzyme promoting asymmetry synthesis and racemic ketoprofen vinyl ____ was developed.",blackbird,millipede,geosphere,*ester
extraction,science,"9,10,11,12",22,,MC,5,A. Petroleum engineers plan and manage the ____ of oil. B. The ____ of minerals has damaged the countryside.,*extraction,induce,wafer,unreactive
follicle,science,"9,10,11,12",22,,MC,5,A. Every tiny hair ____ on her skin seemed to prickle into overdrive. B. Within the lumen of the ____ is a colloid.,hornblende,*follicle,photosystem,nondisjunction
galactic,science,"9,10,11,12",22,,MC,5,A. A ____ year is the time the galaxy takes to rotate once completely. B. He wrote tales of plausible ____ empires with impish fun and a fierce belief that scientific knowledge would triumph over ignorance.,gneiss,*galactic,paleontology,radiative
globally,science,"9,10,11,12",22,,MC,5,A. Transnational corporation production tends to be ____ integrated into vertically organized production processes. B. Most businesses will compete ____ iD. a rapidly changing world.,thylakoid,*globally,blastocyst,horsepower
mesophyll,science,"9,10,11,12",22,,MC,5,"A. The major factors influencing the browning of potato ____ protoplasts were 6-BA, genotypes and NAA. B. Palisade ____ : on the upper side of leaf, closely packed, contains many chloroplasts.",*mesophyll,pacemaker,intron,bioluminescence
mirage,science,"9,10,11,12",22,,MC,5,A. A ____ is an optical illusion. B. It hovered before his eyes like the ____ of an oasis.,*mirage,carboxylic,beryllium,kiwi
mitochondrial,science,"9,10,11,12",22,,MC,5,"A. Coenzyme Q10 is an electron acceptor and antioxidant that is a key component of ____ electron transfer. B. The complete sequence of the ____ genome of the giant tiger prawn, Penaeus monodon, is presented.",biogeography,*mitochondrial,centrifugal,elongation
overgrazing,science,"9,10,11,12",22,,MC,5,A. The rest of the Arab lands are threatened by desertification due to anthropogenic activities including ____. B. Years of ____ have reduced the forage supply and largely eliminated cover for newborn fawns.,*overgrazing,ventral,dope,exhalation
regolith,science,"9,10,11,12",22,,MC,5,"A. As the temperature on Mars increases, carbon dioxide gas will be released from the ____ and the polar cap as it melts. B. The Moon's ____ was created by the ceaseless bombardment of micrometeorites, cosmic rays and particles of solar wind breaking down rocks for billions of years.",*regolith,nucleon,pentane,wavelike
sludge,science,"9,10,11,12",22,,MC,5,A. There was some ____ at the bottom of the tank. B. A lot of ____ was scooped out of the base of the river.,*sludge,millibar,interstellar,hepatitis
subduct,science,"9,10,11,12",22,,MC,5,A. Unless the island arc is ____ed it will be accreted to the continental-margin orogen previously formed along the edge of the continent. B. Where oceanic lithosphere is ____ed beneath another oceanic part of a plate the associated volcanic activity and produce an intra-oceanic island arc.,*subduct,thermochemical,developmental,fixture
acceptor,science,"9,10,11,12",21,,MC,5,A. Distances between hydrogen-bonding ____ and donor atoms are given in A. Five carboxyl groups in this cluster are buried inside the protein. B. Donor and ____ compounds are differentiated by the direction of the electron transfer to or from the carbon layers.,*acceptor,veterinary,barbell,stoichiometric
cadmium,science,"9,10,11,12",21,,MC,5,"A. These metals, ____ especially, become concentrated in the organs of animals ingesting them. B. Small crystals of ____ are interspersed in the finely divided eutectic mixture.",cladogram,*cadmium,freckle,mutant
cartilaginous,science,"9,10,11,12",21,,MC,5,A. The ____ framework of the tip has been described as a tripod. B. Youthful carcasses will have ____ caps on the thoracic vertebrae.,*cartilaginous,cyanide,lepton,francium
chitin,science,"9,10,11,12",21,,MC,5,"A. These ____ fibres are embedded in matrix materials, making the wall material like a carbon fibre composite. B. The chitosan was prepared from ____ by deacetylating and the degree of deacetylation was 83%.",electrophoresis,undigested,deflection,*chitin
crayfish,science,"9,10,11,12",21,,MC,5,"A. We don't have oysters tonight, but the ____ are very good. B. But the ____ tail circuit, more redundant than it perhaps needed to be, was error free.",pipette,embryonic,*crayfish,bicarbonate
cytosine,science,"9,10,11,12",21,,MC,5,"A. Analysis of the resulting ____ methylation patterns with the highest resolution is achieved after sodium bisulfite treatment, deaminating nonmethylated ____s to uracil. B. Cytidine ( ____ nucleoside ) A NUCLEOSIDE formed when ____ is linked to Dribose via a ? ? - glycosidic bond.",nitrogenous,probeware,*cytosine,conglomerate
daffodil,science,"9,10,11,12",21,,MC,5,A. The ____ belongs to the genus narcissus. B. The ____ belongs to the genus Narcissus.,keratin,ectotherm,triglyceride,*daffodil
deflection,science,"9,10,11,12",21,,MC,5,A. The goal was scored with a ____ off the goalkeeper. B. The smallest ____ of the missile could bring disaster.,monochromatic,*deflection,olfactory,forceps
deuterostome,science,"9,10,11,12",21,,MC,5,"A. The position of the ectoprocts is uncertain, but nothing in their morphology indicates ____ affinities. B. In other words, at some point an ancestral ____ became really small, probably as a member of the meiofauna, and lost a number of complicated organ systems as a result.",steroid,*deuterostome,alkyne,ultrasonic
disintegrate,science,"9,10,11,12",21,,MC,5,A. Time had caused the old books to ____ into a pile of fragments. B. Many meteors ____ during their passage through the atmosphere.,coli,dynamics,*disintegrate,abdominal
dormancy,science,"9,10,11,12",21,,MC,5,A. During ____ the plants must be kept very dry. B. During this period of ____ the plant as a rule drops all its leaves.http://sentencedict.com,ammeter,ammonium,refrigerant,*dormancy
environmentally,science,"9,10,11,12",21,,MC,5,A. Building the proposed new road would be ____ damaging. B. She claimed that nuclear power was the most ____ safe form of energy.,parenchyma,*environmentally,chromium,superconductor
experimentally,science,"9,10,11,12",21,,MC,5,A. The drugs are being used ____ on patients suffering from breast cancer. B. We are using the substance ____ at first.,habituation,*experimentally,myosin,relativity
guanine,science,"9,10,11,12",21,,MC,5,A. The central ____ residues are indicated by the arrows. B. Hypoxanthine ____ Phosphoribosyl Transferase(HPRT) is a classical gene locus in the research of single gene mutation.,anthrax,prion,phylogenetic,*guanine
neural,science,"9,10,11,12",21,,MC,5,A. Some people suffered severe ____ damage as a result of the vaccination. B. By 198they were using ____ networks to assess credit risks.,tetrapod,mafic,nonnative,*neural
quantized,science,"9,10,11,12",21,,MC,5,A. The system as a whole has a ____ concept of time: Time begins at and increments every time signals propagate from one layer to the next. B. Right ____ coefficients of Huffman coding.,ejecta,*quantized,quantized,regenerate
alignment,science,"9,10,11,12",20,,MC,5,A. The door needs to be in ____ with the frame before you start work on it. B. It is very difficult to maintain the ____ between the two countries since the trade dispute.,dissipate,*alignment,dissociate,tempest
alkyne,science,"9,10,11,12",20,,MC,5,"A. The situation of the improving hydrogenation catalyst for ____ series in recent over 1years in France petroleum institute was summarized. B. A new test method, in which ____ impurity content in 1,3-Butadiene is determined by a capillary gas chromatograph, was introduced.",beet,*alkyne,autonomic,leach
arachnid,science,"9,10,11,12",20,,MC,5,"A. Their lower bodies are supported by six spindly ____ limbs and their heavily bandaged torsos are human in form. B. To help you unfold the mysteries of the ____ world, here are ten surprising facts.",gumdrop,wobble,solubilities,*arachnid
aroma,science,"9,10,11,12",20,,MC,5,A. A tantalising ____ of roast beef fills the air. B. The musty ____ of incense made her head swim.,*aroma,polymerization,microgravity,estrogen
autonomic,science,"9,10,11,12",20,,MC,5,A. We conclude that ____ neuropathy can affect motor functions throughout the gastrointestinal tract. B. Even patients with diabetes mellitus complicated by ____ neuropathy are not necessarily a contraindication to restorative proctocolectomy.,autosomal,photosystem,*autonomic,radula
beryllium,science,"9,10,11,12",20,,MC,5,"A. Amorphous ____ hydride , as ablator, can increase conversion from laser to X - rays . B. Urine - Determination of ____ - Graphite furnace atomic absorption spectrometry.",lymphocytes,*beryllium,specialization,poultry
capsid,science,"9,10,11,12",20,,MC,5,"A. The ____ together with the enclosed nucleic acid is the nucleo____. B. As a viral ____ protein, HCV core protein has authentic structural properties.",*capsid,emulsion,citric,globular
carbonyl,science,"9,10,11,12",20,,MC,5,"A. The processing of salting affected the TBARS value, ____ compounds while conjugated dienes significantly and the peroxide va... B. Cyclopropane ____ chloride is an important intermediate.",ecotourism,mammalian,neutralize,*carbonyl
cesium,science,"9,10,11,12",20,,MC,5,A. The ____ atomic fountain used laser cooling and trapping is a new generation primary frequency standard. B. Theoretical design of the dipole ____ beam tube is discussed.,seabird,deletion,thrush,*cesium
dependency,science,"9,10,11,12",20,,MC,5,A. We worried about his ____ on his mother. B. Britain was a Roman ____ for a long period.,aggregate,entomologist,molar,*dependency
ductile,science,"9,10,11,12",20,,MC,5,A. The amount of shearing or elongation which a ____ material will withstand varies enormously between different metals and alloys. B. This is what makes ____ metals so safe and tough and so popular.,krypton,*ductile,coulomb,acetate
ectotherm,science,"9,10,11,12",20,,MC,5,"A. In general, however, an endotherm sustains maximum energy output more than twice as long as an ____. B. The oxygen consumption and energy output of an endotherm is considerably greater than that of an ____.",*ectotherm,hypertonic,ether,chlorofluorocarbon
ejecta,science,"9,10,11,12",20,,MC,5,"A. Sufficiently large impacts can hurl crater ____ to any point on the lunar surface. B. Name seven different forms of ____ from impact craters, and four topographic features that impact craters can bear.",micrograph,*ejecta,pith,linearly
electroscope,science,"9,10,11,12",20,,MC,5,A. The leaves of the ____ slowly diverge. B. Her ____ was a metal case with two holes in its side.,occupant,perigee,*electroscope,polarization
fleshy,science,"9,10,11,12",20,,MC,5,"A. He was well-built, but too ____ to be impressive. B. The bullet hit the ____ part of his upper arm.",metabolic,protostome,*fleshy,appendicular
floodplain,science,"9,10,11,12",20,,MC,5,A. How wide is the ____ of the River Wharfe in this middle course of the valley? B. The turbulence intensity increases after the ____ is vegetated. The lateral and vertical turbulence intensities are in the same order and follow the S-shape distribution law.,megaspore,*floodplain,genomic,spleen
gallium,science,"9,10,11,12",20,,MC,5,"A. The increase in world demand for refined ____, which has no naturally occurring ore, is reflected in the market. B. The device is fabricated in ____ Arsenide using electron beam lithography to define special side-gated channels.",*gallium,regenerate,pulsar,hydroxyl
glycerol,science,"9,10,11,12",20,,MC,5,"A. Microbial production of ____ have various characters in production raw, mechanism recovery. B. At present, ____ was used as raw materials to produce more and more types of glycerides, triacetin, glycerin fatty acid ester, oleic acid ester compounds etc are widely used as chemicals.",*glycerol,somatic,pacemaker,dermal
inert,science,"9,10,11,12",20,,MC,5,A. He covered the ____ body with a blanket. B. The ____ figure of a man could be seen lying in the front of the car.,biogeochemical,*inert,hematite,mutate
insecticide,science,"9,10,11,12",20,,MC,5,"A. They dusted an ____ on the crops. B. Thanks to a new EU directive, ____ labelling will be more specific.",occluded,*insecticide,protozoa,buffer
magenta,science,"9,10,11,12",20,,MC,5,"A. One contains black ink; the other contains cyan, ____ and yellow. B. The three parts carry either cyan, ____ and yellow ink or red, green and blue ink.",megaspore,chrysalis,cladistic,*magenta
nourishment,science,"9,10,11,12",20,,MC,5,A. Breast/Mother's milk is the best ____ for a baby. B. He was unable to take ____ for several days.,ursa,nitrite,*nourishment,leaflike
perennial,science,"9,10,11,12",20,,MC,5,A. The film 'White Christmas' is a ____ favourite. B. Lack of resources has been a ____ problem since the beginning.,pharmaceutical,rechargeable,spleen,*perennial
polygenic,science,"9,10,11,12",20,,MC,5,A. Background: Aterial hypertension is a ____ disease involving a major contribution of various inflammation factors. B. FHTG is considered to be a complex ____ disease.,voltmeter,*polygenic,barbell,bombard
retrogradations,science,"9,10,11,12",20,,MC,5,"A. Moreover, the distance that the planet travels between one ____ and the next is quite variable. B. Mars goes through apparent ____ every 25.7 months.",porous,cementation,*retrogradation,benzene
sheath,science,"9,10,11,12",20,,MC,5,A. His sword was back in its ____. B. He put the dagger back in its ____.,effusion,ketone,intermolecular,*sheath
substituent,science,"9,10,11,12",20,,MC,5,"A. The experiments show that large ____ group on Cp is favorable to the formation of CTSs with low ratio of ferrocenyl:POM. B. When the ____ at the benzene ring and the N atom of aniline, the HDAC inhibition activity is different from that of SAHA.",*substituent,poultry,saline,pressurize
subunit,science,"9,10,11,12",20,,MC,5,A. We have not yet identified the ____ which makes this putative contact. B. The appearance of all protein ____ had an advanced trend as compared to their parents.,archaebacteria,*subunit,dryness,allergen
swab,science,"9,10,11,12",20,,MC,5,A. We have to ____ out the sitting - room before your mother comes back. B. The crew were ordered to ____ down the decks.,*swab,stromatolite,dissect,alignment
thermochemical,science,"9,10,11,12",20,,MC,5,"A. The program emphasized photochemical approaches, although ____ processes were also evaluated. B. The last chapter proposes a system of industrial ecology based on the ____ gasification of biomass.",*thermochemical,venomous,eyeglass,substituent
trajectory,science,"9,10,11,12",20,,MC,5,"A. The decision was certain to affect the ____ of French politics for some time to come. B. In 187however, one was found on a ____ that brought it in to cross the orbit of Mars.",*trajectory,aqueous,nonspecific,iridium
triglyceride,science,"9,10,11,12",20,,MC,5,A. The importance of the plasma ____ concentration as a risk factor for coronary heart disease in the general population is still uncertain. B. The mean fasting ____ and cholesterol levels in the diabetic macrovascular disease group were significantly higher than controls in the 30-5age-group.,nonmetallic,adverse,*triglyceride,bicarbonate
allergic,science,"9,10,11,12",19,,MC,5,A. Find which food you are ____ to by a process of elimination. B. Cats make him sneeze - I think he's ____ to the fur.,detritus,*allergic,mammary,kiwi
breccia,science,"9,10,11,12",19,,MC,5,"A. The ore-bearing rock are mainly fine elastic rocks, ____ of albite-carbonate and carbonaceous- siliceous argillaceous rock. B. Crypto-explosive ____ structures were well developed. The diameter of prisms is in proportion to the size of micro-fabric phenocryst .",titration,calibrate,*breccia,blackbird
buckyball,science,"9,10,11,12",19,,MC,5,"A. These elongated relatives of the ____ can be metallic, semiconducting, or even insulating depending on their helicity and diameter. B. For those who don't know, a ____ is an extremely stable soccer-ball-shaped molecule made up of 20 hexagons and 12 pentagons.",stalactite,arn,*buckyball,inhibit
cambium,science,"9,10,11,12",19,,MC,5,"A. Interfascicular ____ A single layer of actively dividing cells between the vascular bundles in stems. B. Calli were induced from cotyledons, hypocotyls, and taproot ____ of Daucus carrot. and cell suspension lines were established.",spontaneously,fringe,hypotonic,*cambium
catalytic,science,"9,10,11,12",19,,MC,5,"A. Governments do, however, have a vital ____ role in orchestrating rescue operations. B. A ____ converter will cut out 90% of carbon monoxide emissions.",*catalytic,chlorofluorocarbon,coexist,cropland
chromatography,science,"9,10,11,12",19,,MC,5,A. The chapter on adsorption ____ follows a similar pattern. B. Quantitation usually requires gas or high performance liquid ____ or immunoassay.,*chromatography,archaeopteryx,anaerobic,stoichiometric
dope,science,"9,10,11,12",19,,MC,5,A. Jeff used to smoke ____ all the time. B. Give me the ____ on the new boss.,*dope,intron,bicarbonate,adrenal
effusion,science,"9,10,11,12",19,,MC,5,A. In some - perhaps most - cases ____ may be a normal reaction to an upper respiratory tract infection. B. Acute otitis media and otitis media with ____ are associated - they may be different aspects of the same condition.,macroscopic,paramecia,nonspecific,*effusion
emerald,science,"9,10,11,12",19,,MC,5,"A. The foreground, to the footlights, was covered with ____ green cloth. B. She had an ____ in her navel.",grate,*emerald,gallium,parsec
estrogen,science,"9,10,11,12",19,,MC,5,"A. You still need a prescription for ____ and testosterone. B. For other cardiovascular problems, such as stroke, the ____ users had a 7% reduction in mortality.",*estrogen,interparticle,habituation,leathery
ethyne,science,"9,10,11,12",19,,MC,5,"A. In the ____ molecule, a double bond links together the two carbon atoms. B. There is neither residue problem with ____ in grain fumigated, nor effect on both quality of grain and germination capacity of seeds.",fluke,*ethyne,subunit,infiltration
